ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
18113,self-dependence,,,self-függőség,,
18114,self-dependent,,,self-függő,,
18115,self-destruction,,noun,önpusztítás,suicide|self-violence,öngyilkosság
18116,self-determination,,noun,önrendelkezés,self-sufficiency,önállóság
18117,self-discipline,,,Önfegyelem,,
18118,self-educated,,adjective,autodidakta,,
18119,self-effacing,,adjective,félrevonuló,,
18120,self-esteem,,noun,önbecsülés,self-respect|self-regard|amour-propre|pride,önérzet
18121,self-evident,,adjective,"magától értetődő",obvious|apparent|evident|manifest|overt,nyilvánvaló
18122,self-examination,,,önvizsgálat,,
18123,self-glory,,,self-dicsőség,,
18124,self-governance,,,önkormányzatiság,,
18125,self-governed,,,önigazgató,,
18126,self-governing,,adjective,önmérséklő,,
18127,self-government,,noun,önkormányzat,restraint|self-control|self-restraint|self-mastery|self-command,önuralom
18128,selfhood,ˈselfˌho͝od,noun,személyiség,personality|individual|personage|individuality|personality,egyéniség
18129,self-identity,,,önazonosságának,,
18130,self-importance,,noun,fontoskodás,fuss|bustling|fussiness|pedantry|pragmatism,
18131,self-important,,,önhitt,,
18132,self-imposed,,,önkorlátozás,,
18133,self-indulgent,,adjective,elpuhult,effeminate|pappy,
18134,self-infatuated,,,self-belebolondult,,
18135,self-instructed,,,self-utasította,,
18136,self-interest,,noun,önérdek,selfishness|egoism|egomania|assertiveness,önzés
18137,self-interested,,adjective,önző,selfish|egoistic|assertive|egocentric|hoggish,
18138,self-involved,,,self-részt,,
18139,self-involvement,,,self-részvétel,,
18140,selfish,ˈselfiSH,adjective,önző,egoistic|assertive|egocentric|hoggish|self-centered,
18141,selfishness,ˈselfiSHnis,noun,önzés,egoism|egomania|assertiveness|self-interest|egoism,egoizmus
18142,self-love,,noun,önimádat,,önszeretet
18143,self-loving,,,self-szerető,,
18144,self-mastery,,noun,önuralom,restraint|self-control|self-restraint|self-government|self-command,
18145,self-murder,,,öngyilkosság,,
18146,selfness,ˈselfnəs,,selfness,,
18147,self-observation,,,önmegfigyelésre,,
18148,self-obsessed,,,self-megszállott,,
18149,self-operating,,,Önműködőeknek,,
18150,self-opinion,,,"önálló véleményt",,
18151,self-opinionated,,adjective,makacs,stubborn|obstinate|obdurate|intractable|dogged,
18152,self-opinionatedness,,,self-opinionatedness,,
18153,self-oriented,,,self-orientált,,
18154,self-possessed,,adjective,higgadt,composed|staid|placid|unperturbed|demure|calm|quiet|peaceful|relaxed|tranquil,nyugodt
18155,self-possession,,noun,higgadtság,serenity|composure|aplomb|calmness|evenness|placidity|quietude,nyugodtság
18156,self-preoccupation,,,"önálló gondja",,
18157,self-preoccupied,,,"önálló elfoglalva",,
18158,self-protective,,,önvédelmi,,
18159,self-questioning,,,self-kihallgatás,,
18160,self-reflection,,,önreflexió,,
18161,self-regard,,noun,önbecsülés,self-respect|self-esteem|amour-propre,
18162,self-regarding,,,"önálló tekintetében",,
18163,self-regulating,,,önszabályozó,,
18164,self-reliance,,,önállóság,,
18165,self-reliant,,adjective,magabízó,,
18166,self-reproach,,,önvád,,
18167,self-respect,,noun,önbecsülés,self-esteem|self-regard|amour-propre,
18168,self-restraint,,noun,önuralom,restraint|self-control|self-mastery|self-government|self-command,
18169,self-rule,,,önrendelkezés,,
18170,self-ruling,,,"önálló döntéshozatal",,
18171,selfsame,ˈselfˌsām,adjective,ugyanezen,same|identical|very|identic|self-same,ugyanaz
18172,self-satisfaction,,noun,önteltség,conceit|egotism|complacence|complacency|perkiness,
18173,self-satisfied,,adjective,önelégült,smug|self-confident|self-sufficient|self-righteous,
18174,self-scrutiny,,,önvizsgálat,,
18175,self-searching,,,self-keresés,,
18176,self-seeker,,noun,"önző ember",,
18177,self-seeking,,adjective,önző,selfish|egoistic|assertive|egocentric|hoggish,
18178,self-serving,,,önös,,
18179,self-slaughter,,,self-vágásra,,
18180,self-starter,,noun,"kezdeményezőképes ember",,
18181,self-subsistence,,,önellátás,,
18182,self-subsistent,,,önellátó,,
18183,self-sufficiency,,noun,önállóság,self-determination|conceit|egotism|complacence|complacency|perkiness,önteltség
18184,self-sufficient,,adjective,önálló,independent|irrespective|self-employed|self-sufficing|smug|self-confident|self-satisfied|self-righteous|proud|priggish|bumptious,önelégült|önhitt
18185,self-support,,,önellátásra,,
18186,self-supported,,adjective,önhordó,,
18187,self-supporting,,noun,önfenntartó,,
18188,self-sustained,,,önfenntartó,,
18189,self-sustaining,,,önfenntartó,,
18190,self-taught,,,autodidakta,,
18191,self-trust,,,"önálló bizalom",,
18192,self-will,,noun,önfejűség,obstinacy|waywardness|naughtiness,
18193,self-willed,,adjective,önfejű,wayward|obstinate|opinionated|refractory|untoward|stubborn|refractory|stubborn|obstinate|obdurate|intractable|dogged,konok|makacs
18194,sell,sel,verb,elad,"sale|negotiate|vend|give away|prostitute|market|utilize|utilise",értékesít|árul|árusít
18195,"sell for",,,"eladni vlmiért",,
18196,"sell out",,verb,Kiárusítás,,kiárusít
18197,sellable,,,eladható,,
18198,seller,ˈselər,noun,eladó,vendor|salesman|salesclerk|merchantman,
18199,sellout,ˈselˌout,noun,Kiárusítás,"sale|clearance sale|clearance|job line|jumble sale",kiárusítás|végeladás
18200,semblance,ˈsembləns,noun,látszat,likeness|pretense|guise|likelihood|pretence|similarity|likeness|similitude|conformity,hasonlóság
18201,semidarkness,"ˌsemēˈdärknəs,ˌsemˌī-",noun,félhomály,half-light,
18202,seminar,ˈseməˌnär,noun,szeminárium,,
18203,seminary,ˈseməˌnerē,noun,papnevelde,,
18204,send,send,verb,elküld,"send off|dispatch|despatch|lay off|refer|get along",küld|eljuttat
18205,"send out",,verb,kiküld,delegate|detach,
18206,"send up",,verb,"Küld fel","round up|seek|roll up|mop up|turn up",felküld|felhajt
18207,send-up,,noun,"Küld fel",,felküldés
18208,senescent,,adjective,öregedő,aging|elderly,
18209,senility,siˈnilitē,noun,szenilitás,dotage|anility,vénség
18210,senior,ˈsēnyər,adjective,idősebb,elder,öregebb
18211,"senior citizen",,,nyugdíjas,,
18212,sensation,senˈsāSHən,noun,szenzáció,feeling|sentiment|sentience,érzés
18213,sensational,senˈsāSHənl,adjective,szenzációs,detecting|perceptive,érzékelő
18214,sensationalist,,,szenzációhajhász,,
18215,sensationalistic,,,sensationalistic,,
18216,sense,sens,noun,érzék,uptake|perception|comprehension|apprehension|realization,felfogás|ételem
18217,senseless,ˈsensləs,adjective,érzéketlen,insensitive|unfeeling|unmoved|thick-skinned|unaffected|unconscious|insensible,öntudatlan
18218,senselessness,,,értelmetlenség,,
18219,sensibilities,,noun,érzékenységek,sensitivity|tenderness|sensibility|soreness|receptivity|touchiness|susceptibility|predisposition|responsiveness|receptivity|sensibility|aptitude,érzékenység|fogékonyság
18220,sensible,ˈsensəbəl,adjective,érzékeny,sensitive|susceptible|irritable|touchy|affective|perceptible|palpable,érezhető
18221,sensibleness,,,sensibleness,,
18222,sensitive,ˈsensitiv,adjective,érzékeny,susceptible|sensible|irritable|touchy|affective|sentient,érző
18223,sensitiveness,,,érzékenység,,
18224,sensitivity,ˌsensiˈtivitē,noun,érzékenység,tenderness|sensibility|soreness|receptivity|touchiness,
18225,sensor,ˈsensər,noun,érzékelő,,"érzékelő készülék"
18226,sensorial,,,érzéki,,
18227,sensory,ˈsensərē,adjective,szenzoros,sensual|sensuous|amorous|carnal|erotic,érzéki
18228,sensual,ˈsenSHo͞oəl,adjective,érzéki,sensory|sensuous|amorous|carnal|erotic|physical|bodily|corporal|corporeal|fleshly,testi
18229,sensualist,ˈsenSHo͞oəlist,noun,szenzualista,,
18230,sensuality,ˌsenSHo͞oˈalitē,noun,érzékiség,sensuousness|carnality|eroticism|salacity|prurience,
18231,sensuous,ˈsenSHo͞oəs,adjective,érzéki,sensual|sensory|amorous|carnal|erotic,"érzékekkel kapcsolatos"
18232,sentence,ˈsentns,noun,mondat,judgment|opinion|verdict|doom|adjudgement|item|thesis,ítélet|tétel
18233,sententia,,,kilátás,,
18234,sententious,senˈtenCHəs,adjective,bölcs,sage|wise|sapiential|sapient|advised|pithy|concise|terse|marrowy|laconic,velős
18235,sententiousness,,,sententiousness,,
18236,sentient,ˈsenCH(ē)ənt,adjective,érző,sensitive,
18237,sentiment,ˈsen(t)əmənt,noun,érzés,feeling|sensation|sentience,
18238,sentimental,ˌsen(t)əˈmen(t)l,adjective,szentimentális,maudlin|maudlin|lachrymose,érzelgős
18239,sentimentalism,ˌsen(t)əˈmen(t)lˌizəm,,szentimentalizmus,,
18240,sentimentality,"-mən-,ˌsen(t)əmenˈtalitē",noun,szentimentalizmus,emotionality|pathetics,érzelgősség
18241,sentinel,ˈsentn-əl,noun,őrszem,watchman|post|sentry,
18242,sentry,ˈsentrē,noun,őrszem,sentinel|watchman|post,
18243,separable,ˈsep(ə)rəbəl,adjective,szétválasztható,,
18244,separate,,adjective,különálló,detached|disjoint|dividual|isolated|separated,elkülönített
18245,separateness,,,különállás,,
18246,separation,ˌsepəˈrāSHən,noun,elválasztás,severance|disembodiment|disseverance|disjunction|disconnexion|isolation|segregation|seclusion|spacing|disconnection|detachment|breakaway|abruption|stall|stalling,elkülönítés|leválás
18247,separator,ˈsepəˌrātər,noun,szétválasztó,,
18248,sepulcher,ˈsepəlkər,noun,síremlék,tomb|cenotaph|shrine|mausoleum|sepulchre,
18249,sepulchral,səˈpəlkrəl,adjective,síri,,
18250,sepulchre,ˈsepəlkər,noun,síremlék,tomb|cenotaph|shrine|mausoleum,
18251,sepulture,ˈsepəlCHər,noun,eltemetés,,
18252,sequel,ˈsēkwəl,noun,folytatás,continuation|sequence|prosecution|pursuance|carrying-on,fejlemény
18253,sequence,ˈsēkwəns,noun,sorrend,succession|series|range|line|suite|succession|tier|continuation|sequel|prosecution|pursuance|carrying-on,sorozat|számsor|folytatás
18254,sequent,ˈsēkwənt,adjective,következő,following|next|subsequent|ensuing|implied,
18255,sequential,siˈkwenCHəl,adjective,"egymás utáni",serial|continuous|consecutive|running|imperfective|following|next|subsequent|ensuing|implied,sorozatos|folyamatos|következő
18256,sequentially,,,"egymás után",,
18257,sequester,səˈkwestər,verb,lefoglal,engage|confiscate|impound|foreclose|attach,különválaszt
18258,sequestration,"ˌsek-,ˌsēkwiˈstrāSHən",noun,megkötés,"confiscation|seizure|forfeiture|interception|retreat|retirement|recession|backdown|backward movement",elkobzás|visszavonulás
18259,sequitur,,,majd,,
18260,sere,,,esténként,,
18261,serene,səˈrēn,adjective,derűs,jovial|cheery|genial|hilarious|jocund|clear,derült
18262,sereneness,,,sereneness,,
18263,serenity,səˈrenitē,noun,higgadtság,brightness|composure|aplomb|calmness|evenness|equilibrium,derű
18264,serial,ˈsi(ə)rēəl,noun,sorozatszám,"staircase|step|echelon|doorstep|pair of stairs","lépcső|folytatásos regény"
18265,serialized,,verb,szerializált,serialize,"sorban elrendez"
18266,seriatim,"-ˈatəm,ˌsi(ə)rēˈātəm",adverb,folyamatosan,continuously,
18267,serious,ˈsi(ə)rēəs,adjective,komoly,heavy|massive|weighty|onerous|ponderous|earnest|grave|stern|sedate|important|major|main|momentous|capital,súlyos|fontos
18268,seriously,ˈsi(ə)rēəslē,adverb,Komolyan,"earnestly|gravely|in earnest|sternly|sore",komolyan
18269,serious-mindedness,,,"véres komolyságát",,
18270,seriousness,ˈsi(ə)rēəsnis,noun,súlyosság,massiveness|gravity|thoughtfulness,komolyság
18271,sermon,ˈsərmən,noun,szentbeszéd,predication|homily,
18272,sermonic,,,prédikációirodalmunk,,
18273,sermonize,ˈsərməˌnīz,verb,megleckéztet,lesson,
18274,serpent,ˈsərpənt,noun,kígyó,snake|ophidian,
18275,serpentine,"-ˌtīn,ˈsərpənˌtēn",noun,szerpentin,"zigzag|green marble",
18276,serrate,"-it,ˈserˌāt",adjective,fogazott,toothed|serrated|serrulated|denticulate|serrulate,
18277,serrated,"səˈrātid,ˈserˌātid",adjective,fogazott,toothed|serrulated|denticulate|serrate|serrulate,
18278,serried,ˈserēd,adjective,szoros,tight|defile|narrow|taut|cramped,
18279,servant,ˈsərvənt,noun,szolgáló,menial|footman|henchman|servitor|manservant,szolga|cseléd
18280,serve,sərv,verb,szolgál,"dish up|wait on|valet|lackey|lacquey",felszolgál|kiszolgál|adogat
18281,server,ˈsərvər,noun,szerver,,felszolgáló|ministráns|szerváló
18282,service,ˈsərvis,noun,szolgáltatás,"duty|office|ministration|turn of duty|supply|provision|catering|attendance|providing|maintenance|maintenance work|upkeep|cleansing|conservation|serving|pouring|application|use|employment|adaptation|employ","szolgálat|ellátás|karbantartás|felszolgálás|haderőnem|helyőrségi klub|alkalmazás"
18283,serviceability,,,használhatósági,,
18284,serviceable,ˈsərvəsəbəl,adjective,használható,useful|usable|practicable|feasible|useful|helpful|effective|profitable|advantageous,hasznos
18285,serviceableness,,,serviceableness,,
18286,serviceably,,,szervizelési,,
18287,serviceman,"-ˌman,ˈsərvəsˌmən",noun,katona,soldier|man,filmműszerész
18288,servile,"-ˌvīl,ˈsərvəl",adjective,szolgai,slavish|menial|sneaky|sequacious|obsequious,szolgalelkű
18289,servility,sərˈvilitē,noun,szolgalelkűség,obsequiousness|servitude,szolgaság
18290,servitude,ˈsərviˌt(y)o͞od,noun,szolgaság,servility,
18291,set,set,noun,készlet,stock|kit|supply|resource|outfit|equipment|apparatus|furnishing|furniture|installation|equipment|apparel|installation|gear|mounting,berendezés|felszerelés|kollekció
18292,"set by",,verb,"által meghatározott","put off|set aside|allocate|set apart|put aside",félretesz
18293,"set down",,noun,megállapított,rejection|denial|refusal|dismissal|rebuff|disavowal|reject|refusal|rejection|non-acceptance|set-down|rebuff,elutasítás|visszautasítás
18294,"set in",,verb,beállít,start|begin|commence,kezd
18295,"set off",,verb,elindult,"launch|start|initiate|offset|compensate|countervail|counterweigh|equiponderate|let off",elindít|ellensúlyoz|elsüt
18296,"set on",,verb,beállított,,ráuszít
18297,"set out",,verb,meghatározott,"tell|recite|relate|recount|narrate|add up to|put out|expose|display|throw out|plant out|prick off",elmond|kitesz|kiültet
18298,"set up",,verb,beállít,"install|instal|equip|outfit|fit up|pose|bet|put up|suppose|put on",felszerel|feltesz|felrak
18299,setback,ˈsetˌbak,noun,visszaesés,relapse|recidivism|retrogression|throw-back|decline|decay|decadence|downtrend|ebb,hanyatlás
18300,setoff,,noun,elindult,contrary|contrast|antagonism|antithesis|disagreement|foil,ellentét
18301,setout,,noun,kirakat,beginning|commencement|inception|set-out,kezdés
18302,settee,seˈtē,noun,kanapé,couch|sofa,pamlag
18303,setting,ˈsetiNG,noun,beállítás,adjustment|trimming|focusing|focussing|presentation|state|situation|position|status|location|socket|faucet|digest,helyzet|foglalat
18304,settle,ˈsetl,verb,rendezni,"place|house|locate|install|stow|consolidate|concrete|cement|stabilize|arrange|order|pigeonhole|dispose|tidy up",elhelyez|letelepít|megszilárdít|elrendez
18305,"settle down",,verb,letelepedni,"sit down","letelepszik|megtelepszik|munkához fog"
18306,"settle on",,,megállapodik,,
18307,"settle upon",,,letelepedjen,,
18308,settled,,adjective,állandó,unchanged|invariable|unabated|changeless,változatlan
18309,settlement,ˈsetlmənt,noun,település,agreement|deal,egyezség
18310,settler,"ˈsetl-ər,ˈsetlər",noun,telepes,planter|homesteader|colonist|colonial,gyarmatos
18311,settlings,,noun,telepítések,settling|settle,letelepítés
18312,set-to,,noun,állítva,attack|offensive|assault|raid|onslaught,támadás
18313,setup,ˈsetˌəp,noun,beállít,structure|erection|upbuilding|fabrication|build-up|installation|erection|siting|setting-up|staircase|step|echelon|serial|doorstep|dispersion,felépítés|felállítás|lépcsőzés|lépcső|tagozódás
18314,"seven seas",,,"hét tenger",,
18315,"seventh heaven",,,"hetedik mennyország",,
18316,sever,ˈsevər,verb,elválaszt,part|separate|dissever|detach|divorce,kettéválaszt
18317,severe,səˈvi(ə)r,adjective,szigorú,strict|stringent|rigorous|rigid|exacting|strong|intense|potent|sturdy|powerful,erős
18318,severely,səˈvi(ə)rlē,adverb,szigorúan,,
18319,severity,səˈveritē,noun,súlyossága,stringency|austerity|sternness|rigorism,szigorúság|szigorítás
18320,sew,sō,verb,varr,"preen|needle|tailor|sew on",felvarr
18321,"sew up",,,varrni,,
18322,sewer,"ˈso͞oər,ˈsōər",noun,szennyvízcsatorna,"drain pipe|cloaca|seamstress|dressmaker",varrónő|szennyvízkezelés
18323,sex,seks,noun,szex,genus,"nem|nemi aktus"
18324,"sex act",,,"nemi cselekmény",,
18325,"sex worker",,,szexmunkás,,
18326,"sexual assault",,,"szexuális támadás",,
18327,"sexual intercourse",,noun,"nemi közösülés",,"nemi kapcsolat"
18328,"sexual relations",,,"szexuális kapcsolatok",,
18329,sexy,ˈseksē,adjective,szexis,erotic,erotikus
18330,shabby,ˈSHabē,adjective,kopott,worn|threadbare|dingy|aged|worn-out|ragged|tattered,rongyos
18331,shack,SHak,noun,kunyhó,hut|cottage|cabin|lodge|hovel,"lehullott makk"
18332,shackle,ˈSHakəl,noun,bilincs,handcuffs|handcuff|chain|irons|manacle|fetter|hobble|clog|fetterlock,béklyó
18333,shade,SHād,noun,árnyék,shadow|umbra|umbrage|tone|tinge|nuance|spirit|ghost|mind|intellect|wit,árnyalat|szellem
18334,shaded,,adjective,árnyékolt,,
18335,shadiness,,,shadiness,,
18336,shadow,ˈSHadō,noun,árnyék,"shade|umbra|umbrage|gloom|gloominess|obscurity|darkness|blur|trailer aircraft","homály|követő repülőgép"
18337,shadowed,,verb,árnyékos,"shadow|shade|overshadow|shadow|darken|shade in","árnyékot vet|beárnyékol"
18338,shadowing,,noun,"nyomon követés",,
18339,shadowy,ˈSHadōē,adjective,homályos,obscure|vague|dim|unclear|hazy|implausible|incredible|unbelievable|unlikely|improbable,valószínűtlen
18340,shady,ˈSHādē,adjective,árnyas,umbrageous|bowery,árnyékos
18341,shaft,SHaft,noun,nyél,handle|haft|helve|stele|hilt|arrow,nyíl
18342,shaggy,ˈSHagē,adjective,bozontos,hirsute|confused|jumbled|intricate,kusza
18343,shaitan,shaytan,,démon,,
18344,shake,SHāk,verb,ráz,"jolt|jig|shake down|jog|shake up",összeráz|felráz|rezdül
18345,"shake down",,verb,leráz,"shake off|shake",összeráz|beleszokik
18346,"shake out",,verb,kiráz,,
18347,"shake up",,verb,felráz,jog|shake,
18348,shakiness,,noun,bizonytalanság,uncertainty|insecurity|vagueness|hesitancy|suspense,
18349,shaking,,noun,rázás,shake|jig|jolt,
18350,shaky,ˈSHākē,adjective,ingatag,labile|mutable|fickle|trembling|tremulous|shivery|quaky|tremulant,reszkető
18351,shall,SHal,verb,köteles,take|catch|hold,fog
18352,shallow,ˈSHalō,adjective,sekély,shoal|ford,
18353,sham,SHam,adjective,ál,simulated|phoney|false|untrue|bogus|phony|spurious,hamis
18354,shamble,ˈSHambəl,noun,cammogás,shuffle|scuff,csoszogás
18355,shambles,ˈSHambəlz,noun,mészárszék,slaughterhouse|butchery|slaughterhouse|abattoir|butchery,vágóhíd
18356,shame,SHām,noun,szégyen,disgrace|dishonor|reproach|scandal|opprobrium|outrage|ignominy|slur|odium|opprobrium,gyalázat
18357,shamed,,,megszégyenített,,
18358,shamefaced,ˈSHāmˌfāst,adjective,szégyenlős,bashful|shy|timid|sheepish|fearful|coy,félénk
18359,shameful,ˈSHāmfəl,adjective,szégyenletes,disgraceful|opprobrious|disreputable,
18360,shameless,ˈSHāmlis,adjective,szemtelen,cheeky|immodest|impudent|insolent|contemptuous|brazen|insolent|cheeky|impudent|impertinent,arcátlan
18361,shangri-la,,,Shangri-La,,
18362,shanty,ˈSHantē,noun,viskó,,
18363,shapable,,,alakítható,,
18364,shape,SHāp,noun,alak,form|figure|format|guy|egg|form|mold|mould|species|variety|breed|kind|race,forma|fajta
18365,"shape up",,,felfelé,,
18366,shapeable,,,formálható,,
18367,shapeless,ˈSHāplis,adjective,alaktalan,formless|unformed|unshapely|misshapen,
18368,shapely,ˈSHāplē,adjective,formás,proportionate|proportional|commensurate|commensurable|prorata,arányos
18369,share,SHe(ə)r,noun,részvény,interest|portion|stock|part|section|piece|element|division|contribution|consent|assent|approval|permission,részesedés|rész|hozzájárulás
18370,shared,,verb,megosztott,"share|share|partake|share|share|share|share|take part|attend|participate|engage in|share|sit in|share","részesedik|megoszt|része van|részt vállal|osztozkodik|részt kap|részt vesz|részt ad vmből vknek"
18371,sharer,,,megosztó,,
18372,shark,SHärk,noun,cápa,,vámőr
18373,sharp,SHärp,adjective,éles,live|keen|cutting|acute|shrill|pointed|acute|mountainous|hilly|spiked,hegyes
18374,sharpen,ˈSHärpən,verb,élesít,hone|hone|whet|strop,kihegyez|fen
18375,sharpened,,verb,élezett,sharpen|sharpen|hone|hone|whet|strop|sharpen,kihegyez|élesít|fen
18376,sharper,ˈSHärpər,noun,élesebb,fraud|crook|swindler|trickster|humbug,csaló
18377,sharp-eyed,,,"éles szemű",,
18378,sharpie,ˈSHärpē,,sharpie,,
18379,sharply,,adverb,élesen,roughly,
18380,sharpness,ˈSHärpnis,noun,élesség,acuity|acuteness|accuracy|precision|punctuality|exactness|preciseness,pontosság
18381,sharpshooter,ˈSHärpˌSHo͞otər,noun,mesterlövész,"marksman|dead shot|expert marksman",
18382,sharp-sighted,,adjective,sasszemű,hawk-eyed,
18383,sharp-witted,,adjective,"éles eszű",bright|sagacious|witty|keen-witted,
18384,sharpy,,,sharpy,,
18385,shatter,ˈSHatər,verb,összetör,smash|knap|dash|beat|crash|mash|contuse,összezúz
18386,shattered,ˈSHatərd,verb,összetört,smash|shatter|knap|dash|beat|shatter|crash|mash|contuse,összetör|összezúz
18387,shave,SHāv,noun,borotválkozás,shaving,borotválás
18388,shaveling,shaaveling,,szerzetes,,
18389,shaver,ˈSHāvər,noun,villanyborotva,,borotváló
18390,sheaf,SHēf,noun,kéve,truss|fagot,nyaláb
18391,shear,SHi(ə)r,noun,nyírás,shearing|scissors,olló
18392,sheath,SHēTH,noun,hüvely,vagina|scabbard|pod|hull|shuck|capsule|socket|barrel,tok
18393,sheathe,SHēT͟H,verb,"hüvelybe dug kardot",,"védőburkolattal ellát"
18394,shed,SHed,noun,fészer,barn|granary|garner|lathe,csűr
18395,sheen,SHēn,noun,ragyogás,splendor|effulgence|radiance|shine|glare|brightness|glamour|glamor|luminosity,fényesség
18396,sheeny,ˈSHēnē,adjective,fényes,bright|shiny|glossy|sleek|illustrious,
18397,sheep,SHēp,noun,juh,,birka
18398,sheepish,ˈSHēpiSH,adjective,félénk,shy|timid|fearful|coy|diffident,mafla
18399,sheepishly,,,félénken,,
18400,sheer,SHi(ə)r,adjective,tiszta,clean|pure|clear|neat|net|unadulterated|unsophisticated,hamisítatlan
18401,sheet,SHēt,noun,lap,arc|sinuosity,ív|lepedő|papírlap
18402,shekelim,,,shekelim,,
18403,shekels,,noun,vagyon,property|wealth|fortune|estate|possessions,
18404,shell,SHel,noun,héj,peel|skin|husk|hull|rind|clam|conch|cockle|house|housing|chamber|mine|pit|grenade,kagyló|ház|akna
18405,"shell game",,,"shell játék",,
18406,"shell out",,verb,"húzza ki",,"kiguberál pénzt"
18407,shellac,SHəˈlak,noun,sellak,,
18408,shellacking,,verb,shellacking,shellac,"sellakkal bevon"
18409,shell-shocked,,,idegsokkos,,
18410,shelter,ˈSHeltər,noun,menedék,refuge|recourse|mew|concealment|resource|dugout|bunker|refuge|protection|defense|cover|vindication|aegis|cover|dugout|blindage|entrenchment,óvóhely|védelem|fedezék
18411,sheltered,ˈSHeltərd,verb,védett,"protect|defend|shelter|stand for|fight back|fence|patronize|protect|safeguard|shelter|provide protection|stand up for",véd|oltalmaz
18412,shelve,SHelv,verb,"lezár ügyet",,"polcra rak"
18413,shenanigan,,,trükk,,
18414,shepherd,ˈSHepərd,noun,pásztor,,juhász
18415,sheqels,,,sheqels,,
18416,sherlock,,,Sherlock,,
18417,shibboleth,"-ˌleTH,ˈSHibəliTH",noun,sibolet,,
18418,shield,SHēld,noun,pajzs,scutum,védőlap
18419,shift,SHift,noun,váltás,change|relay|spell|dislocation|situation|lie|lay|locus,műszak|eltolódás|fekvés
18420,shifting,ˈSHiftiNG,adjective,elmozduló,,
18421,shiftless,ˈSHiftlis,adjective,lusta,lazy|idle|indolent|sluggish|tardy,ügyefogyott
18422,shiftlessness,,,shiftlessness,,
18423,shifty,ˈSHiftē,adjective,ravasz,cunning|sly|crafty|canny|cute,körmönfont
18424,shillalah,,,Shillalah,,
18425,shillelagh,SHəˈlālē,noun,fütykös,,
18426,shilly-shally,"ˈSHilē ˌSHalē",verb,határozatlanság,fluctuate|vacillate|pendulate,ingadozik
18427,shilly-shallying,,verb,shilly-shallying,fluctuate|vacillate|pendulate|shilly-shally,ingadozik
18428,shimmer,ˈSHimər,verb,csillámlik,,
18429,shindig,ˈSHinˌdig,noun,estély,soiree|function|ball,
18430,shindy,ˈSHindē,noun,lárma,racket|noise|clamor|din|noisiness,
18431,shine,SHīn,verb,ragyog,gleam|blaze|glister|glitter|glare|irradiate,beragyog
18432,shining,ˈSHīniNG,adjective,csillogó,glistening|lustrous|starry|resplendent|orient|brilliant|glowing|glorious|radiant|splendid,ragyogó
18433,shiny,ˈSHīnē,adjective,fényes,bright|glossy|sleek|illustrious|sheeny|brilliant|glowing|shining|glorious|radiant,ragyogó
18434,ship,SHip,noun,hajó,boat|craft|keel|prow|argosy|balloon|airship,léghajó
18435,"ship out",,,kiszállít,,
18436,shipload,ˈSHipˌlōd,,hajórakomány,,
18437,shipman,,,Shipman,,
18438,shippable,,,szállítható,,
18439,shipshape,ˈSHipˌSHāp,adverb,Óceán,"in order|in good order|ship shape",rendben
18440,shipwreck,ˈSHipˌrek,noun,hajótörés,wreck|wreckage|wrack,hajóroncs
18441,shipwrecking,,,hajótörés,,
18442,shirk,SHərk,verb,kibújik,"wriggle out of",
18443,shirker,,noun,munkakerülő,quitter|truant|lazybones,
18444,shiver,ˈSHivər,verb,reszket,tremble|quiver|quake|shudder|waver,didereg
18445,shivering,,verb,hidegrázás,tremble|shiver|quiver|quake|shudder|waver|shiver,reszket|didereg
18446,shivery,ˈSHiv(ə)rē,adjective,reszkető,trembling|shaky|tremulous|quaky|tremulant,didergős
18447,shlock,,,shlock,,
18448,shlocky,,,shlocky,,
18449,shmooze,,,shmooze,,
18450,shoal,SHōl,adjective,sekély,shallow|ford,
18451,shock,SHäk,noun,sokk,concussion|convulsion|percussion|fuze|consternation,rázkódás|megdöbbenés
18452,shocked,,adjective,döbbent,astonished,
18453,shocking,ˈSHäkiNG,adjective,megdöbbentő,astonishing|appalling|appaling,
18454,shoddy,ˈSHädē,adjective,selejtes,substandard|lousy|measly|ratty|trashy|potty,vacak
18455,shoehorn,ˈSHo͞oˌhôrn,noun,cipőkanál,,kaptafa|cipőhúzó
18456,shoes,,,cipő,,
18457,shoestring,ˈSHo͞oˌstriNG,noun,cipőfűző,"shoelace|string|bootlace|boots lace|shoelace",cipőzsinór
18458,shoo-in,,,hess-in,,
18459,shoot,SHo͞ot,verb,lő,,leforgat
18460,"shoot down",,,lelő,,
18461,"shoot up",,verb,felszökik,,
18462,shooter,ˈSHo͞otər,noun,vadász,hunter|jaeger,
18463,shop,SHäp,noun,üzlet,business|store|deal|bargain|store|minimarket|workshop|workroom,bolt|műhely
18464,"shop for",,,"vásárolni valakinek",,
18465,shoptalk,,,shoptalk,,
18466,shopworn,ˈSHäpˌwôrn,,agyonfogdosott,,
18467,shore,SHôr,noun,part,beach|coast|coastline|seaside|seashore,tengerpart|tópart
18468,"shore up",,,felülkerekedik,,
18469,shoreside,ˈSHôrˌsīd,,shoreside,,
18470,short,SHôrt,adjective,rövid,brief|succinct|curt|epigrammatic|low|humble|low-down|curt,alacsony|kurta
18471,"short story",,noun,elbeszélés,narrative|narration|novel|recital|relation,
