ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
2917,castle,ˈkasəl,noun,kastély,"fortress|stronghold|mansion|hall|bastion|tower|bulwark|round house",vár|bástya
2918,castoff,ˈkastˌôf,adjective,castoff,cast-off,kiselejtezett
2919,castrate,ˈkasˌtrāt,verb,kasztrál,emasculate|emasculate|evirate|truncate|mutilate,kiherél|megcsonkít
2920,casual,ˈkaZHo͞oəl,adjective,alkalmi,"occasional|ad hoc|topical|offbeat|incidental|subsidiary|beside the point|episodic|accessory|unsystematic",mellékes|rendszertelen
2921,casualness,,,casualness,,
2922,casualty,ˈkaZH(o͞o)əltē,noun,sérült,injury|damage|trauma|hurt|batter|loss|losses|casualties|damage|attrition|wounded|injury,sérülés|veszteség|sebesült|sebesülés
2923,cat,kat,noun,macska,pussy,"pletykás nő"
2924,cataclysm,ˈkatəˌklizəm,noun,felfordulás,mess|turmoil|upheaval|confusion|tumult,"természeti csapás"
2925,cataclysmal,,,cataclysmal,,
2926,cataclysmic,ˌkatəˈklizmik,,kataklizmatikus,,
2927,catalog,"-ˌäg,ˈkatlˌôg",noun,katalógus,"roll call|catalogue|list|register|manifest|schedule|book",jegyzék
2928,catalogue,"-ˌäg,ˈkatlˌôg",noun,katalógus,"catalog|roll call|list|register|catalog|manifest|schedule|book",jegyzék
2929,catalyze,ˈkatlˌīz,,katalizál,,
2930,catamount,ˈkatəˌmount,,Catamount,,
2931,cat-a-mountain,,noun,"európai vadmacska",catamountain,
2932,cataplasm,,,kataplazma,,
2933,catapult,"-ˌpo͝olt,ˈkatəˌpəlt",noun,katapult,launcher|ejector|launchers|sling-shot|crotch|launching|launch|triggering|ignition,csúzli|indítás
2934,cataract,ˈkatəˌrakt,noun,vízesés,waterfall|cascade|fall|chute,"szürkehályog szemen"
2935,catastrophe,kəˈtastrəfē,noun,katasztrófa,disaster|wretchedness|misgiving,szerencsétlenség
2936,catastrophic,ˌkatəˈsträfik,adjective,végzetes,fatal|mortal|fateful|fated|ruinous|unfortunate|unlucky|wretched|hapless|disastrous,szerencsétlen
2937,catatonic,ˌkatəˈtänik,,katatón,,
2938,"catbird seat",,,"catbird ülés",,
2939,catcall,ˈkatˌkôl,noun,kifütyülés,,
2940,catch,"kaCH,keCH",noun,fogás,grip|trick|hold|touch|grasp,"labda elkapása"
2941,"catch on to",,,elkapni,,
2942,"catch up",,verb,felzárkózik,"catch|pin down|snap",elkap
2943,"catch up with",,verb,felzárkózni,,"utolér vkit"
2944,catch-22,,,"22-es csapdája",,
2945,catch-as-catch-can,,,catch-as-catch-can,,
2946,catching,"ˈkaCHiNG,ˈkeCH-",adjective,ragályos,contagious|infectious|epidemic|epidemical|taking|infectious|contagious|virulent|septic,"fertőző|fülbemászó dallam"
2947,catchpenny,"ˈkaCHˌpenē,ˈkeCH-",adjective,bóvli,,
2948,catchphrase,"ˈkaCHˌfrāz,ˈkeCH-",,catchphrase,,
2949,catchy,"ˈkaCHē,ˈkeCHē",adjective,fülbemászó,charming|graceful|lovely|attractive|gracious,bájos
2950,catechize,ˈkatəˌkīz,verb,katekizál,,
2951,categoric,,,kategorikusan,,
2952,categorical,ˌkatəˈgôrikəl,adjective,kategorikus,absolute|peremptory,"ellentmondást nem tűrő"
2953,categorize,ˈkatəgəˌrīz,verb,kategorizál,classify|grade|class|collocate|label,osztályoz
2954,category,ˈkatəˌgôrē,noun,kategória,class|grade|class|department|division|battalion,osztály
2955,catena,,,lánc,,
2956,catenate,,,összefűz,,
2957,catenation,,,catenation,,
2958,cater,ˈkātər,verb,ellát,"supply|provide|tend|fit up|ration",élelmez
2959,"cater to",,,ellát,,
2960,catercorner,,,catercorner,,
2961,catercornered,"ˈkatē ˌkôrnərd,ˈkatər",,szögletes,,
2962,caterwaul,ˈkatərˌwôl,noun,nyivákolás,yowl,
2963,caterwauling,,verb,caterwauling,yowl|caterwaul,nyivákol
2964,cathedral,kəˈTHēdrəl,noun,székesegyház,basilica|minster,katedrális
2965,catholic,ˈkaTH(ə)lik,adjective,katolikus,general|broad|indefinite,általános
2966,catholicon,"-ikən,kəˈTHäliˌkän",,catholicon,,
2967,cathouse,ˈkatˌhous,,cathouse,,
2968,catnap,ˈkatˌnap,verb,Catnap,snooze|nap|cat-nap,szundít
2969,catnapping,,verb,catnapping,snooze|nap|cat-nap,szundít
2970,"cat's meow",,,"macska miau",,
2971,cat's-paw,,noun,bérenc,hireling,"kis széllökés nyoma a vízen"
2972,cattily,,,cattily,,
2973,cattiness,,,cattiness,,
2974,catty,ˈkatē,adjective,gonosz,evil|wicked|vicious|bad|malicious|cattish|catlike|kittenish,macskaszerű
2975,catty-corner,,,"csípőskénes sarok",,
2976,catty-cornered,"ˈkatē ˌkôrnərd,ˈkatər",,"csípőskénes sarokba",,
2977,caught,,adjective,elkapott,,
2978,causality,kôˈzalətē,noun,kauzalitás,,"ok viszony"
2979,causation,kôˈzāSHən,noun,okozás,,
2980,cause,kôz,noun,ok,reason|motive|motive|motivation|reason|inducement|grounds|lawsuit|proceedings|suit,"indok|indíték|peres|kelt|alapos ok|per"
2981,'cause,,noun,'ok,reason|cause|motive|cause|motive|motivation|reason|inducement|cause|grounds|cause|cause|cause|lawsuit|proceedings|suit|cause,"ok|indok|indíték|peres|kelt|alapos ok|per"
2982,"cause celebre",,,"okozzon celebre",,
2983,causerie,,,csevegés,,
2984,caustic,ˈkôstik,adjective,maró,biting|mordant|scathing|corrodent,égető
2985,cauterize,ˈkôtəˌrīz,verb,kiéget,"sear|burn out",marat
2986,caution,ˈkôSHən,noun,Vigyázat,prudence|discretion|wariness|chariness|providence|warning|notice|notification|reminder|admonition|circumspection|wariness|discretion,óvatosság|figyelmeztetés|körültekintés
2987,cautionary,ˈkôSHəˌnerē,adjective,figyelmeztető,premonitory|admonitory|monitory|exhortative,"óva intő"
2988,cautioning,ˈkôSHən,verb,megrovás,warn|caution|admonish|indicate|forewarn|exhort|defend|caution,figyelmeztet|óv
2989,cautious,ˈkôSHəs,adjective,óvatos,careful|conservative|wary|prudent|alert|careful,elővigyázatos
2990,cautiousness,,,óvatosság,,
2991,cavalcade,ˌkavəlˈkād,noun,"lovas felvonulás",,
2992,cavalier,ˌkavəˈli(ə)r,noun,lovag,knight|chevalier|baronet,
2993,cave,kāv,noun,barlang,cavern|grotto|den|cavity|hole|hollow|sinus|cavern,üreg
2994,"cave in",,,barlang,,
2995,caveman,ˈkāvˌman,noun,"barlanglakó ősember",,
2996,cavern,ˈkavərn,noun,barlang,cave|grotto|den|cavity|hole|hollow|sinus|cave,üreg
2997,cavil,ˈkavəl,verb,szőröz,,
2998,caviler,,,caviler,,
2999,caviling,,verb,caviling,cavil,szőröz
3000,caviller,,,caviller,,
3001,cavilling,,verb,cavilling,cavil,szőröz
3002,cavity,ˈkavitē,noun,üreg,"hole|hollow|sinus|cavern|cave|hole|vent|pit|leakage|chuck hole",lyuk
3003,cavort,kəˈvôrt,verb,fickándozik,tittup,ugrándozik
3004,cease,sēs,verb,megszűnik,"break off|quit|stop|discontinue|lay aside|knock off|finish|complete|end|terminate|conclude|terminate|discontinue|abolish|do away with|abrogate",abbamarad|beszüntet|abbahagy|befejez|megszüntet
3005,cease-fire,,noun,tűzszünet,armistice|truce,
3006,ceaseless,ˈsēslis,adjective,szüntelen,unremitting|sustained,
3007,ceaselessness,,,ceaselessness,,
3008,cede,sēd,verb,átenged,"concede|mail|give up|abandon|waive|give in",felad
3009,ceiling,ˈsēliNG,noun,mennyezet,"plafond|cloud base|base of cloud|price limit","plafon|felhőalap|maximális ár"
3010,ceinture,,,öv,,
3011,celeb,səˈleb,,celeb,,
3012,celebrant,ˈseləbrənt,,celebrant,,
3013,celebrate,ˈseləˌbrāt,verb,ünnepel,resound|fete|commemorate|rejoice|glorify|glamorize|glamourize|glamorise|panegyrize,"dicsőít|misét mond"
3014,celebrated,ˈseləˌbrātəd,adjective,ünnepelt,famous|renowned|noted,híres
3015,celebration,ˌseləˈbrāSHən,noun,ünneplés,,celebrálás
3016,celebrator,,,celebrator,,
3017,celebrity,səˈlebrətē,noun,"híres ember",fame|reputation|repute|renown|name,híresség|hírnév
3018,celerity,səˈleritē,,celerity,,
3019,celestial,səˈlesCHəl,adjective,égi,"heavenly|supernal|heavenly|supernal|paradisiac|out of this world|empyreal",mennyei
3020,celibacy,ˈseləbəsē,noun,cölibátus,,nőtlenség
3021,cell,sel,noun,sejt,element|battery|section|department|contingent,cella|elem|galvánelem|magánzárka|részleg
3022,cellar,ˈselər,noun,pince,"basement|vault|wine cellar|wine vault",borospince
3023,cement,siˈment,noun,cement,adhesive|mucilage|lute,ragasztószer
3024,cemetery,ˈseməˌterē,noun,temető,graveyard|churchyard|necropolis,
3025,censor,ˈsensər,noun,cenzor,moralist|reprover,erkölcsbíró
3026,censurable,,adjective,elítélendő,blameworthy,
3027,censure,ˈsenSHər,noun,elítél,criticism|judgment|stricture|crab|judgement|excuse|objection|plea|exception|alibi,bírálat|kifogás
3028,censurer,,,cenzor,,
3029,census,ˈsensəs,noun,népszámlálás,,összeírás
3030,center,ˈsentər,noun,központ,"headquarters|head office|centre|middle|midst|nucleus|hub|medium|centre",centrum|középpont|közép|középcsatár
3031,"center stage",,,középpontban,,
3032,centerpiece,ˈsentərˌpēs,,asztaldísz,,
3033,central,ˈsentrəl,adjective,központi,middle|median,közép-
3034,centralize,ˈsentrəˌlīz,verb,központosít,center|centre,központosul
3035,centrist,ˈsentrist,,centrista,,
3036,cerebral,"səˈrēbrəl,ˈserəbrəl",adjective,agyi-,,agy-
3037,cerebrum,"səˈrēbrəm,ˈserə-",noun,nagyagy,brain,agy
3038,ceremonial,ˌserəˈmōnēəl,adjective,ünnepélyes,solemn|ceremonious|ritual,szertartásos
3039,ceremonious,ˌserəˈmōnēəs,adjective,ünnepélyes,solemn|ceremonial,szertartáskodó
3040,ceremony,ˈserəˌmōnē,noun,szertartás,exercises|festival,ünnepély|formaság
3041,certain,ˈsərtn,adjective,bizonyos,indubitable|sure|secure|positive|infallible|trustworthy,biztos|némely
3042,certainly,ˈsərtnlē,adverb,biztosan,surely|securely|safely|surely,bizonyára
3043,certainty,ˈsərtntē,noun,bizonyosság,certitude|sureness,"biztos tény"
3044,certifiable,ˈsərtəˌfīəbəl,adjective,igazolható,verifiable,
3045,certifiably,,,igazolhatóan,,
3046,certificate,,noun,bizonyítvány,credentials|testimonial|verification|excuse|approbation|exculpation|tracking|card|pass|license|permit|licence,igazolás|bizonylat|igazolvány
3047,certification,,noun,tanúsítvány,authentication|legalization|attestation|standardization|vidimus,hitelesítés
3048,certified,,adjective,hitelesített,recommended|registered,ajánlott
3049,certify,ˈsərtəˌfī,verb,"igazolja,",verify|justify|prove|legitimate|substantiate|authenticate|verify|legalize|corroborate|calibrate|attest|testify|witness|vouch|depose,igazol|hitelesít|tanúsít
3050,certitude,,,bizonyosság,,
3051,cessation,seˈsāSHən,noun,megszűnés,expiry,beszüntetés
3052,cession,ˈseSHən,noun,vagyonátruházás,resignation|renunciation|waiver|abandonment|renouncement|transfer|assignment|conveyance|grant|conferment,lemondás|átruházás
3053,cesspool,ˈsesˌpo͞ol,noun,emésztőgödör,,
3054,chafe,CHāf,verb,felháborodik,outrage|fray|bruise,horzsol|megkarcol
3055,chaff,CHaf,noun,pelyva,glume|teasing|banter|ragging|raillery|leg-pull,"szecska|passzív zavar dipólfelhő|ugratás|passzívzavarkeltő"
3056,chaffer,ˈCHafər,noun,alkudozás,bargaining|haggling|negotiation,
3057,chaffing,,verb,dörzsölődést,chaff|chaff,szecskáz|ingerkedik
3058,chaffy,,,pelyvás,,
3059,chafing,,verb,dörzsölés,chafe|outrage|fray|chafe|bruise|chafe,felháborodik|horzsol|megkarcol
3060,chain,CHān,noun,lánc,link|series|sequence|range|line|suite|handcuffs|shackle|handcuff|irons|manacle,sorozat|bilincs
3061,chair,CHe(ə)r,noun,szék,stool|seat,
3062,chairman,ˈCHe(ə)rmən,noun,elnök,president|moderator,
3063,chairperson,ˈCHe(ə)rˌpərsən,,elnök,,
3064,chalet,"SHaˈlā,ˈSHaˌlā",noun,faház,"wooden house",nyaralóház
3065,"chalk up",,,elér,,
3066,challenge,ˈCHalənj,noun,kihívás,provocation,"felelősségre vonás"
3067,challenged,ˈCHalənjd,verb,megtámadta,"challenge|impeach|challenge|have out","felelősségre von|kihív"
3068,challenger,,noun,kihívó,,provokátor
3069,challenging,ˈCHalənjiNG,verb,"kihívást jelentő","challenge|impeach|challenge|have out","felelősségre von|kihív"
3070,chamber,ˈCHāmbər,noun,kamra,room|apartment|house|housing|shell,kamara|szoba|ház
3071,chameleon,"-lēən,kəˈmēlyən",noun,kaméleon,,
3072,champ,CHamp,verb,"zajosan rágcsál",,
3073,champaign,SHamˈpān,noun,"nyílt vidék",,
3074,champion,ˈCHampēən,noun,bajnok,,"valami védelmezője"
3075,championship,ˈCHampēənˌSHip,noun,bajnokság,,
3076,chance,CHans,noun,véletlen,incidental|luck|fortune|hazard|hap|possibility|potential|feasibility|power|eventuality|risk|hazard|venture|jeopardy|adventure,lehetőség|kockázat
3077,"chance upon",,,esély,,
3078,chance-medley,,,véletlen-egyveleg,,
3079,change,CHānj,noun,változás,"alteration|mutation|chop|shift|relay|exchange|replacement|swap|interchange|swop|turn|turning|revolution|rev|phrase|small change|coins|copper|permutation",váltás|csere|fordulat|aprópénz|visszajáró|fölcserélés
3080,changeable,ˈCHānjəbəl,adjective,változékony,variable|mutable|unsteady|inconstant|labile|inconstant|inconsistent|quavery|hoity-toity,állhatatlan
3081,changeful,,adjective,szeszélyes,capricious|whimsical|freakish|peevish|fitful,
3082,changeless,ˈCHānjlis,adjective,változatlan,unchanged|invariable|unabated|settled,
3083,changelessness,,,changelessness,,
3084,changeover,ˈCHānjˌōvər,noun,átállás,change-over|conversion|change-over|converting,áttérés
3085,changing,,verb,változó,change|alter|change|alter|vary|modify|modulate|exchange|change|swap|swop|exchange|change|change|mutate|relay|change|cash|change,változik|változtat|cserél|vált|megváltoztat|felvált|átöltözik
3086,channel,ˈCHanl,noun,csatorna,canal|duct|drain|conduit|tubule|groove|gouge,vájat|leszállócsatorna
3087,channeler,Cyānēlēra,,csatorna,,
3088,channelize,,,channelize,,
3089,chant,CHant,noun,ének,song|carol|canto|cantus,"monoton dallam"
3090,chaos,ˈkāˌäs,noun,káosz,confusion|mess|clutter|turbulence|tumult,zűrzavar
3091,chaotic,kāˈätik,adjective,zavaros,turbid|confused|troubled|muddy|ambiguous|headless,fejetlen
3092,chap,CHap,noun,pasas,guy|bloke|joker|jaw|jowl|dewlap,állkapocs|kicserepesedés|toka
3093,chaparral,ˌSHapəˈral,noun,"törpe örökzöld tölgy",,
3094,chapeau,,,kalap,,
3095,chaperon,,noun,kísérő,attendant|accompanist|wingman|henchman|gooseberry,gardedám
3096,chaperone,ˈSHapəˌrōn,,gardedám,,
3097,chaplet,ˈCHaplət,noun,virágfüzér,garland|coronal,
3098,chapter,ˈCHaptər,noun,fejezet,platoon|section|phase|paragraph|period,szakasz
3099,char,CHär,noun,faszén,charcoal|xylanthrax|charlady|charwoman|by-work,"bejárónő|alkalmi munka"
3100,character,ˈkariktər,noun,karakter,personality|letter,"jellem|betű|jellemző vonás"
3101,"character assassination",,,karaktergyilkosság,,
3102,characteristic,ˌkariktəˈristik,adjective,jellegzetes,typical|representative|symptomatic|distinctive|typical,tipikus
3103,characterize,ˈkariktəˌrīz,verb,jellemez,typify,
3104,characterless,,adjective,jellegtelen,featureless,
3105,charade,SHəˈrād,noun,betűrejtvény,,
3106,charge,CHärj,noun,díj,"fee|award|price|prize|toll|cost|expense|outlay|prosecution|accusation|supervision|surveillance|oversight|control|inspection|burden|load|freight|cargo|loading|mandate|commission|entrusting|mission|authority|load|cargo|freight|lading|air cargo|control|check|inspection|supervision|examination|airport charge","költség|vád|felügyelet|töltet|teher|megbízás|rakomány|ellenőrzés|repülőtér használati illeték"
3107,charged,CHärjd,adjective,töltött,stuffed|loaded,vádolt
3108,chariness,,noun,óvatosság,caution|prudence|discretion|wariness|providence,
3109,charisma,kəˈrizmə,noun,karizma,attraction|appeal,varázs
3110,charismatic,ˌkarizˈmatik,,karizmatikus,,
3111,charitable,ˈCHaritəbəl,adjective,jótékony,beneficent|benevolent|bountiful|philanthropical|compassionate|merciful|pitiful,könyörületes
3112,charity,ˈCHaritē,noun,adomány,beneficence|gratefulness,"jótékonyság|jótékony adomány"
3113,charlatan,"ˈSHärlətn,ˈSHärlətən",noun,sarlatán,"tarlatan|empiricist|medicaster|quack|medicine man|healer|quacksalver",kuruzsló
3114,"charley horse","ˈCHärlē ˌhôrs",,"charley ló",,
3115,charm,CHärm,noun,báj,grace,kellem
3116,charmed,CHärmd,,elbűvölte,,
3117,charmer,ˈCHärmər,adjective,elbájoló,winsome|glamorous,
3118,charming,ˈCHärmiNG,adjective,bájos,graceful|lovely|attractive|gracious|comely|glamorous|fascinating|enchanting|delightful|captivating|captivating|ravishing|adorable|fetching|pleasurable|delightful|enchanted|magic|magical,elbűvölő|elragadó|bűbájos
3119,charmingly,,,bájosan,,
3120,chart,CHärt,noun,diagram,diagram|table,táblázat
3121,charter,ˈCHärtər,noun,különjárat,constitution|document|diploma|muniment|contract|treaty|agreement|pact|indent,"alapszabály|okirat|szerződés|szabadalomlevél|bérelt járat"
3122,charwoman,ˈCHärˌwo͝omən,noun,bejárónő,"charlady|char|maid|cleaning woman",takarítónő
3123,chary,chary,,varázsa,,
3124,chase,CHās,noun,üldözés,persecution|prosecution|pursuit|pursue|following|hunting|hunt|shikar,vadászat
3125,"chase down",,,"hajtsa le",,
3126,chasing,,noun,vadászrepülőgép,fighter,
3127,chasm,ˈkazəm,noun,szakadék,gap|abyss|precipice|ravine|cleft,"nagy űr"
3128,chaste,CHāst,adjective,szemérmes,maidenly|pure|vestal|maidenlike,szűzies
3129,chastely,,,szemérmesen,,
3130,chasten,chasten,,magán,,
3131,chasteness,,,chasteness,,
3132,chastening,,verb,fenyítés,discipline|chasten|chasten,fegyelmez|megfenyít
3133,chastise,CHasˈtīz,verb,megbüntet,penalize,"testi fenyítést alkalmaz"
3134,chastisement,,noun,büntetés,penalty|punishment|fine|retribution|castigation,
3135,chastiser,,,fenyítője,,
3136,chastising,,verb,chastising,chastise|penalize|chastise,"megbüntet|testi fenyítést alkalmaz"
3137,chastity,ˈCHastətē,noun,tisztaság,purity|cleanliness|clarity|cleanness|clearness,szűziesség
3138,chat,CHat,noun,csevegés,"small talk|confabulation|chit-chat|palaver|cackle|tattle|twaddle|gab",fecsegés
3139,chateau,SHaˈtō,noun,chateau,"country house",kúria
3140,chattel,ˈCHatl,noun,ingóság,"personalty|goods|personal estate|movable|moveable","ingó vagyon"
3141,chatter,ˈCHatər,verb,csicsergés,twitter|cluck|chuckle|cackle,csicsereg|kotkodácsol
3142,chatterbox,ˈCHatərˌbäks,noun,csacsogó,,szószátyár
3143,chatterer,ˈCHatərər,noun,locsi-fecsi,,
3144,chattery,,,chattery,,
3145,chatty,ˈCHatē,adjective,csevegő,,
3146,chauvinism,ˈSHōvəˌnizəm,noun,sovinizmus,jingoism,"túlbuzgó hazafiság"
3147,chauvinist,ˈSHōvənist,noun,soviniszta,jingo|hundred-percenter,
3148,chauvinistic,ˌSHōvəˈnistik,adjective,soviniszta,spread-eagle,
3149,chaw,,,hely,,
3150,chawbacon,,noun,chawbacon,bumpkin|roughneck|yokel|hick|chaw-bacon,bugris
3151,cheap,CHēp,adjective,olcsó,inexpensive|uncostly|jitney|worthless|valueless|off-cast|feckless|paltry,értéktelen
3152,cheapen,ˈCHēpən,verb,leszállít,reduce,"olcsóbbá tesz"
3153,cheapie,,,cheapie,,
3154,cheapjack,ˈCHēpˌjak,noun,olcsójános,,
3155,cheapness,,noun,olcsóság,poorness,silányság
3156,cheapo,ˈCHēpō,,cheapo,,
3157,cheapskate,ˈCHēpˌskāt,,cheapskate,,
3158,cheat,CHēt,verb,csal,"jockey|finagle|defraud|mislead|deceive|slam|hocus|delude|hoodwink|dupe|diddle|bluff|take in",becsap|rászed
3159,cheater,CHētər,,csaló,,
3160,cheating,,noun,csalás,fraud|deception|deceit|cheat|trickery,
3161,check,CHek,noun,"jelölje be",control|inspection|supervision|examination|survey|cheque|chess|barrier|obstacle|obstruction|hurdle|impediment|cheque,ellenőrzés|csekk|sakk|akadály|bankutalvány
3162,"check out",,verb,"nézd meg","redeem|ransom|leave|go away|go off|depart|go with",kijelentkezik|kivált|elmegy
3163,checkable,,,ellenőrizhető,,
3164,checklist,ˈCHekˌlist,,ellenőrzőlista,,
3165,checkmate,ˈCHekˌmāt,noun,"sakk és matt",,
3166,checkup,ˈCHekˌəp,noun,kivizsgálás,investigation|check-up|overhaul|check-up,"részletes ellenőrzés"
3167,cheek,CHēk,noun,orca,presumption|impudence|insolence|impertinence|pertness|impudence|impertinence|effrontery|cockiness|contumely,szemtelenség|arcátlanság
3168,cheekiness,,,cheekiness,,
3169,cheeky,ˈCHēkē,adjective,szemtelen,immodest|shameless|impudent|insolent|contemptuous|brazen|insolent|shameless|impudent|impertinent,arcátlan
3170,cheep,CHēp,verb,csipog,tweet|chirp|pip|peep,
3171,cheer,CHi(ə)r,noun,éljenzés,"cheering|ovation|acclamation|good humor|light mood|temper","jó hangulat|vendéglátás|kedély"
3172,"cheer up",,verb,felvidít,"cheer|freshen up|gladden|exhilarate|rejoice|joy",felvidul
3173,cheerful,ˈCHi(ə)rfəl,adjective,vidám,merry|hilarious|joyful|playful|jolly|lively|vivid|vigorous|brisk|animated|living|lively|vivid|alive|animated,élénk|eleven
3174,cheerfully,ˈCHi(ə)rfəlē,,vidáman,,
3175,cheerfulness,,noun,vidámság,"gaiety|glee|frolic|hilarity|merriment|good humor|humor|exhilaration|fun|high spirits",jókedv
3176,cheerily,,,vidáman,,
3177,cheeriness,,,vidámság,,
3178,cheering,,noun,éljenzés,cheer|ovation|acclamation,
3179,cheerless,ˈCHi(ə)rlis,adjective,szomorú,sad|distressed|sorrowful|dismal|mournful|bearish|sullen|surly|morose|gruff,mogorva
3180,cheery,ˈCHi(ə)rē,adjective,derűs,serene|jovial|genial|hilarious|jocund,
3181,cheese,CHēz,noun,sajt,,
3182,cheeseparing,ˈCHēzˌpe(ə)riNG,noun,cheeseparing,cheese-paring|cheese-paring,"levágott sajthéj|kicsinyeskedés"
3183,cheesy,ˈCHēzē,adjective,sajtos,,
3184,chef,SHef,noun,séf,,főszakács
3185,"chef d'oeuvre",,,remekmű,,
3186,cherish,ˈCHeriSH,verb,dédelget,cocker|fondle|pet|hug|caress|like,kedvel
3187,cherished,,adjective,dédelgetett,,
3188,cherry-pick,,,meggyszedés,,
3189,cherry-picked,,,"cseresznye szedett",,
3190,chest,CHest,noun,mellkas,thorax|box|bin|hutch,láda|pénzesláda
3191,chesterfield,ˈCHestərˌfēld,noun,Chesterfield,couch|divan,dívány
3192,chestnut,ˈCHes(t)ˌnət,noun,gesztenye,chestnuts,gesztenyeszín
3193,chesty,ˈCHestē,adjective,göthös,,
3194,chew,CHo͞o,noun,rágás,chewing|mastication|chewing|nibble,rágcsálás
3195,"chew out",,,"rágja ki",,
3196,"chew over",,,rágni,,
3197,chewy,ˈCHo͞oē,,rágós,,
3198,chi,,,kiadás,,
3199,ch'i,kī,,ch'i,,
3200,chic,SHēk,adjective,sikkes,,
3201,chicane,"CHi-,SHiˈkān",noun,csűrés-csavarás,,
3202,chicanery,"CHi-,SHiˈkānərē",noun,pörösködés,,
3203,chick,CHik,noun,csaj,broad|moll|crumpet,kiscsirke|bige
3204,chicken,ˈCHikən,noun,csirke,poultry|poult,baromfi|csibe
3205,"chicken little",,,csibe,,
3206,chickenhearted,,adjective,chickenhearted,coward|craven|timid|timorous|recreant|chicken-hearted|shy|timid|sheepish|fearful|coy|diffident,gyáva|félénk
3207,chicken-livered,,adjective,csirke-kiválasztaniuk,coward|craven|timid|timorous|recreant|chicken-hearted|shy|timid|sheepish|fearful|coy|diffident,gyáva|félénk
3208,chide,"Chī dé",,eszik,,
3209,chief,CHēf,adjective,fő,principal|capital|high|leading|ground|supreme|foremost|paramount|cardinal|topmost|main,legfőbb|alap
3210,chiefly,ˈCHēflē,adverb,főképpen,particularly,
3211,child,CHīld,noun,gyermek,infant|kid|junior|successor|descendant,gyerek|utód
3212,childbearing,ˈCHīldˌbe(ə)riNG,noun,szülőképes,pregnancy|gestation|child-bearing,terhesség
3213,childbirth,ˈCHīldˌbərTH,noun,szülés,"child-birth|birth|giving birth|parturition|labor|accouchement|labor|parturition|travail|labor pains|pain|labour",vajúdás
3214,childhood,ˈCHīldˌho͝od,noun,gyermekkor,boyhood,gyermekévek
3215,childish,ˈCHīldiSH,adjective,gyerekes,childlike|infantile|boyish|filial|infantile|puerile,gyermeki|gyermekes
3216,"child's play",,noun,gyerekjáték,cake-walk|breeze,
3217,chill,CHil,adjective,hideg,cold|chilled|icy|algid|cool|chilly|unresponsive|coldish|parky,hűvös
3218,chilliness,,,chilliness,,
3219,chilling,,verb,hűtés,"cool|chill|cool down|refrigerate|wet-blanket|refrigerate|chill",lehűt|behűt
3220,chilly,ˈCHilē,adjective,hűvös,cool|chill|unresponsive|coldish|parky|unfriendly|unkind|ill-natured|inhospitable|unaffable,barátságtalan|fázékony
3221,chime,CHīm,noun,harangjáték,carillon|bell|ding-dong,harangszó
3222,"chime in",,,becsenget,,
3223,chimera,"kīˈmi(ə)rə,kə-",noun,"mesebeli szörny",,
3224,chimeric,,,kiméra,,
3225,chimerical,,adjective,képzeletbeli,imaginary|fancy|notional|insubstantial,
3226,"chin music",,,"álla zene",,
3227,chine,,,Kína,,
3228,chink,CHiNGk,noun,rés,gap|slot|slit|opening|aperture|crevice|cranny|money|currency|needful|pelf,hasadék|pénz
3229,chintzy,ˈCHintsē,,chintzy,,
3230,chip,CHip,noun,csip,splinter|shard|fragment|sliver|sherd|fragment|splinter,szilánk|csorbulás|repesz
3231,"chip in",,,chip,,
3232,chipper,ˈCHipər,,aprítógép,,
3233,chippie,,,lotyó,,
3234,chippy,ˈCHipē,adjective,csorba,ragged,
3235,"chirk up",,,felállt,,
3236,chirp,CHərp,verb,csipog,tweet|pip|cheep|peep|twitter|chirk,csiripel|trillázik
3237,chirr,,,megcsókol,,
3238,chirrup,"ˈCHi(ə)rəp,ˈCHərəp",noun,nyelvcsettintés,,
3239,chisel,ˈCHizəl,noun,véső,burin|adze|stylus|scriber|scribe,karcolótű
3240,chiseler,,,chiseler,,
3241,chiseller,,,chiseller,,
3242,chitchat,ˈCHitˌCHat,noun,fecsegés,"chat|small talk|confabulation|chit-chat|chit-chat",csevegés|pletykázás
3243,chitter,Cittēra,,szív,,
3244,chivalrous,ˈSHivəlrəs,adjective,lovagias,gallant|generous|magnanimous|noble|large-hearted|munificent,nagylelkű
3245,chivvy,ˈCHivē,,chivvy,,
3246,chivy,chivy,,Chiva,,
3247,chockablock,,,chockablock,,
3248,chockful,,,chockful,,
3249,chock-full,"ˈCHäkˌfo͝ol,ˈCHək-",adjective,"csordultig tele",brimful|cram-full,
3250,chocolate-box,,,csokoládé-box,,
3251,choice,CHois,noun,választás,"election|alternative|voting|the lot|range|selection|assortment|variety|option",választék|alternatíva
3252,choiceness,,,choiceness,,
3253,choir,ˈkwīr,noun,kórus,quire|chorus|quire,énekkar
3254,choke,CHōk,noun,fojtás,wad|suffocation|garrote,"fuldoklás|szívató fojtószelep"
3255,"choke back",,,fojtogat,,
3256,choker,ˈCHōkər,noun,"elzáró szelep",,"záró szelep"
3257,choler,ˈkälər,,epétől,,
3258,choleric,"kəˈlerik,ˈkälərik",adjective,kolerás,,
